Training Loss,Test Loss
8.524250557843377,5.448769458504611
5.074509163463817,5.6635443166244865
4.633821279862348,4.234507815782414
4.306630799349617,3.6137212708938953
4.428096942340626,3.5465489653653877
4.001563268549302,3.823029318521189
3.7999652147293093,5.274158893629562
3.669613211996415,4.11658083006393
3.404924336601706,3.4210427749988646
3.5462870724060958,3.5132888139680376
