Training Loss,Test Loss
10.263761652108714,8.843666802281918
8.515489915457879,9.543328979740972
8.214450570101237,8.596068900564443
8.217196988796003,8.725238571996274
8.08845057145008,9.822708337203316
8.054946224992447,8.54998452767082
8.085774635083109,9.238608940787937
8.002698489974216,8.32593528084133
